,Nota_media_curso,Nota_media_selec,Val_profe,Val_compañeros,Val_propia,Val_padres,Val_direct,Eval_Alumno
370,5.68,6.17,7.99,9.69,7.5,6.44,9.49,Buena
371,5.55,6.8,5.87,7.68,9.11,5.81,6.49,No Muy Buena
372,6.73,7.44,4.64,9.96,8.22,6.52,9.54,Buena
373,8.36,9.77,4.07,9.66,7.28,5.98,8.28,Buena
374,5.03,5.05,6.07,8.12,7.05,8.53,6.61,No Muy Mala
375,8.63,9.930000000000001,7.09,8.59,9.65,9.64,8.42,Perfecta
376,4.04,5.43,3.91,7.63,7.64,7.31,9.32,Mala
377,6.77,7.069999999999999,7.05,7.28,9.7,5.71,4.5,Buena
378,4.75,5.24,7.13,8.2,6.89,7.88,6.29,No Muy Mala
379,7.0,7.97,4.17,7.95,8.92,8.75,6.58,No Muy Buena
380,8.62,8.83,7.02,7.12,8.07,5.62,4.25,Muy Buena
381,3.17,4.68,8.5,8.23,9.97,6.85,6.51,No Muy Mala
382,8.92,9.92,8.65,9.27,8.25,7.74,9.58,Perfecta
383,7.36,8.4,3.72,9.84,9.16,6.44,9.32,Buena
384,8.16,9.620000000000001,5.4,7.77,6.56,8.2,8.53,Muy Buena
385,5.15,6.19,5.41,7.16,8.93,7.68,7.61,No Muy Mala
386,8.81,8.96,6.81,7.21,9.93,8.35,7.17,Muy Buena
387,9.6,10.69,9.17,9.25,6.48,7.76,9.24,Perfecta
388,9.77,10.6,6.92,8.75,8.53,8.58,7.93,Perfecta
389,6.7,7.95,4.53,9.94,7.79,8.68,5.38,No Muy Buena
390,4.01,5.5,8.68,8.91,9.95,8.21,8.85,No Muy Buena
391,3.46,4.17,9.68,8.72,7.02,9.02,7.51,No Muy Buena
392,8.14,8.59,5.03,8.2,6.7,7.26,6.69,Buena
393,8.82,9.8,7.56,7.37,6.69,8.44,7.49,Muy Buena
394,5.08,6.65,8.66,9.21,6.23,6.02,9.06,Buena
395,5.9,6.7700000000000005,8.78,8.89,8.93,6.23,7.81,Buena
396,5.91,6.34,8.29,7.11,7.61,7.69,9.59,Buena
397,9.08,9.71,5.04,9.6,7.41,7.15,5.79,Muy Buena
398,9.94,10.67,4.16,9.58,6.7,7.8,7.24,Muy Buena
399,6.43,7.33,7.33,7.8,9.97,8.17,8.46,Buena
400,9.19,10.69,3.61,8.47,9.99,6.72,9.58,Muy Buena
401,5.12,5.45,5.02,7.64,9.37,9.06,5.84,No Muy Mala
402,5.49,6.57,6.49,9.42,8.48,6.53,8.63,No Muy Buena
403,5.31,6.819999999999999,5.4,8.59,8.66,6.27,6.05,No Muy Mala
404,6.35,7.42,6.85,8.09,8.25,9.3,4.25,Buena
405,4.19,5.4,6.55,7.67,7.37,7.75,5.81,No Muy Mala
406,7.03,7.23,8.77,9.83,9.03,9.29,8.32,Muy Buena
407,5.53,6.93,5.81,9.11,7.09,6.04,4.25,No Muy Mala
408,4.95,4.98,9.28,9.93,8.97,7.55,7.67,Buena
409,9.08,9.92,3.73,9.56,6.79,7.1,7.57,Muy Buena
410,8.83,9.76,6.38,8.69,7.39,9.02,8.95,Muy Buena
411,6.28,6.69,7.94,9.95,6.26,6.12,8.63,Buena
412,5.47,7.08,4.53,8.85,6.8,6.98,8.2,No Muy Mala
413,9.33,9.9,5.37,9.78,6.88,7.16,8.77,Muy Buena
414,4.16,5.8,6.52,9.35,7.9,5.92,7.74,No Muy Mala
415,9.69,11.37,8.89,8.4,8.28,9.3,4.49,Perfecta
416,8.48,9.72,6.62,8.3,8.23,8.33,6.9,Muy Buena
417,5.05,5.84,3.76,7.87,9.84,7.68,5.61,Mala
418,8.64,9.57,8.63,7.89,8.79,6.71,8.12,Perfecta
419,5.78,7.300000000000001,4.7,7.75,9.38,8.15,9.13,No Muy Buena
420,4.1,4.279999999999999,7.64,9.58,6.96,6.79,4.71,No Muy Mala
421,3.75,5.39,9.19,7.94,9.37,5.69,7.58,No Muy Buena
422,4.87,6.18,4.29,7.32,9.76,6.28,7.92,No Muy Mala
423,3.84,4.4399999999999995,3.73,7.63,7.68,6.22,6.07,Mala
424,7.4,8.61,5.16,8.6,9.97,5.73,7.5,Buena
425,5.31,6.8999999999999995,8.67,9.2,8.59,7.62,6.06,Buena
426,3.28,4.43,5.43,9.1,7.53,7.21,6.59,Mala
427,4.94,5.260000000000001,5.56,7.53,9.18,6.9,4.73,No Muy Mala
428,4.68,4.739999999999999,9.53,8.39,6.93,8.72,8.06,No Muy Buena
429,4.46,5.8,7.65,7.13,9.74,7.85,8.07,No Muy Buena
430,8.98,10.600000000000001,4.82,8.6,6.35,6.92,5.53,Muy Buena
431,5.13,6.51,5.19,9.02,7.41,6.76,5.47,No Muy Mala
432,4.49,5.63,5.67,8.08,8.95,9.51,7.36,No Muy Mala
433,8.36,9.98,4.6,8.18,9.91,7.03,4.48,Buena
434,5.68,5.91,6.08,9.4,7.92,5.5,8.83,No Muy Buena
435,6.41,7.45,7.24,7.99,6.35,9.61,4.55,Buena
436,9.45,9.79,7.23,7.8,8.88,6.06,7.66,Perfecta
437,4.18,5.699999999999999,5.05,8.03,6.41,8.59,5.34,Mala
438,7.93,8.82,5.45,7.58,8.7,6.74,9.5,Muy Buena
439,6.87,8.04,7.13,8.95,8.69,7.92,6.33,Buena
440,7.17,7.77,4.44,8.21,9.65,9.0,6.06,No Muy Buena
441,9.77,11.37,6.61,9.29,8.14,8.66,7.7,Perfecta
442,5.65,5.970000000000001,3.23,8.18,8.61,7.53,8.12,No Muy Mala
443,7.46,9.03,5.95,8.76,8.17,8.47,6.09,Buena
444,6.61,7.640000000000001,9.22,8.59,9.78,7.64,4.66,Muy Buena
445,9.55,10.49,4.13,8.22,9.55,7.54,8.47,Muy Buena
446,9.7,11.29,7.01,9.09,7.91,7.3,6.48,Perfecta
447,9.05,10.030000000000001,5.58,9.77,8.19,6.22,5.15,Muy Buena
448,5.86,7.01,5.91,7.71,6.5,8.56,6.33,No Muy Buena
449,6.24,6.76,4.36,9.9,6.7,9.46,9.36,No Muy Buena
450,8.86,9.45,8.58,8.95,8.63,8.49,6.64,Perfecta
451,8.5,8.89,8.45,8.68,9.37,5.6,6.16,Muy Buena
452,8.81,10.49,9.44,9.9,6.33,5.5,4.3,Perfecta
453,5.54,6.26,8.19,9.88,8.67,5.7,7.44,Buena
454,4.22,5.1499999999999995,9.26,9.59,8.22,7.95,8.95,No Muy Buena
455,5.06,6.739999999999999,4.75,9.27,7.6,8.74,7.21,No Muy Mala
456,9.0,10.32,5.79,9.28,8.62,5.63,4.32,Muy Buena
457,7.12,8.77,4.03,7.59,7.27,6.63,5.04,No Muy Buena
458,7.98,9.26,7.05,8.36,9.01,9.56,8.92,Muy Buena
459,9.53,9.68,5.13,7.12,8.43,8.72,9.08,Muy Buena
460,9.17,10.34,4.25,8.21,9.43,9.03,6.76,Muy Buena
461,5.25,6.78,3.52,7.84,6.75,6.27,5.1,Mala
462,3.52,4.5600000000000005,5.24,8.36,6.97,6.6,7.54,Mala
463,5.45,6.5600000000000005,4.1,8.88,7.81,7.33,5.1,No Muy Mala
464,3.25,3.92,4.89,7.47,6.94,6.6,5.57,Mala
465,5.42,6.98,5.35,8.04,8.84,6.8,5.19,No Muy Mala
466,8.94,9.26,7.92,7.44,7.76,7.92,4.54,Muy Buena
467,3.88,4.96,3.66,8.62,8.37,8.16,9.42,Mala
468,8.44,9.25,7.12,8.07,9.08,7.66,9.47,Muy Buena
469,8.9,9.66,7.45,8.38,9.05,6.85,5.62,Muy Buena
470,4.49,4.7,3.52,8.35,9.81,6.44,8.83,Mala
471,6.06,7.3999999999999995,9.45,8.57,7.24,7.36,6.0,Buena
472,3.1,4.3100000000000005,6.1,7.85,7.29,5.96,6.85,Mala
473,9.73,10.91,3.97,8.22,6.27,5.71,5.82,Muy Buena
474,6.68,7.4399999999999995,9.48,8.32,6.66,6.65,6.48,Muy Buena
475,7.22,8.12,8.79,8.53,8.93,7.39,8.58,Muy Buena
476,5.6,6.869999999999999,7.06,7.27,6.27,8.17,7.8,No Muy Buena
477,6.41,8.04,8.93,7.8,8.02,6.49,5.86,Buena
478,6.03,7.4,7.51,8.3,9.97,9.33,6.05,Buena
479,3.47,4.3100000000000005,7.09,9.27,9.3,9.65,8.28,No Muy Mala
480,5.13,5.6,7.68,9.74,8.56,6.84,5.02,No Muy Buena
481,5.21,6.3100000000000005,5.12,8.15,7.65,7.82,7.64,No Muy Mala
482,9.44,9.459999999999999,5.76,7.45,7.09,9.12,5.42,Muy Buena
483,3.72,3.97,5.17,8.54,9.25,8.36,8.61,Mala
484,3.4,3.4499999999999997,9.27,8.01,6.2,6.42,8.75,No Muy Mala
485,7.96,8.69,7.45,8.72,9.07,6.96,8.75,Muy Buena
486,9.84,11.45,8.07,8.31,7.66,9.08,9.33,Perfecta
487,9.84,11.21,3.22,8.12,6.74,9.09,6.8,Muy Buena
488,8.48,9.200000000000001,6.41,7.64,7.87,5.59,5.67,Muy Buena
489,7.13,8.7,5.79,7.95,9.08,7.56,4.86,Buena
490,7.69,8.120000000000001,4.24,8.66,8.41,7.01,8.6,Buena
491,9.84,10.01,5.71,9.96,6.46,7.53,9.48,Perfecta
492,9.97,11.56,7.42,9.31,7.08,6.97,4.58,Perfecta
493,4.56,6.199999999999999,9.41,8.54,7.28,9.59,5.14,No Muy Buena
494,9.13,9.58,6.23,7.66,8.04,5.98,7.01,Muy Buena
495,9.74,10.75,7.71,9.29,9.87,5.88,5.25,Perfecta
496,5.69,6.15,4.27,9.09,6.93,7.93,9.57,No Muy Mala
497,3.43,3.91,8.15,7.77,7.85,9.27,6.32,No Muy Mala
498,3.94,5.22,7.1,9.6,9.84,9.23,8.43,No Muy Buena
499,6.44,7.680000000000001,7.28,8.43,6.54,8.46,4.48,Buena
500,7.02,7.8,8.4,7.77,7.06,6.89,7.89,Muy Buena
501,8.78,9.5,4.38,7.46,9.6,7.76,8.88,Muy Buena
502,4.76,6.07,5.65,7.21,6.78,7.64,5.31,No Muy Mala
503,8.44,9.5,4.44,8.05,6.93,7.97,7.37,Buena
504,9.04,9.09,5.49,8.35,9.45,5.78,8.46,Muy Buena
505,7.38,8.89,8.1,7.18,7.17,6.39,6.73,Muy Buena
506,3.17,3.9899999999999998,4.98,9.37,7.11,8.03,7.93,Mala
507,3.19,3.9299999999999997,5.36,8.69,6.48,9.49,4.55,Mala
508,7.8,8.32,6.64,8.13,9.39,8.44,6.31,Muy Buena
509,5.55,7.06,4.23,8.3,7.09,8.25,4.21,No Muy Mala
510,5.87,6.92,7.25,8.03,8.8,6.17,6.24,No Muy Buena
511,3.3,3.54,5.87,8.98,9.29,7.17,6.39,Mala
512,8.32,8.34,3.81,8.33,8.47,5.9,5.5,Buena
513,9.64,11.16,3.46,7.71,6.4,6.0,8.83,Muy Buena
514,7.47,8.09,5.17,7.95,8.14,8.11,7.88,Buena
515,9.98,11.200000000000001,4.93,8.09,6.53,5.98,6.87,Muy Buena
516,9.2,9.489999999999998,8.17,8.63,6.5,8.08,5.59,Perfecta
517,6.62,7.32,5.41,9.18,6.61,5.94,4.7,No Muy Buena
518,9.8,10.860000000000001,8.27,8.12,6.49,6.46,8.25,Perfecta
519,3.4,5.06,4.84,7.21,7.11,9.58,5.46,Mala
520,9.11,10.75,7.41,8.78,8.94,7.58,5.92,Perfecta
521,7.02,8.61,4.64,7.39,8.92,9.32,6.66,Buena
522,5.15,6.34,4.53,7.78,9.58,6.4,7.18,No Muy Mala
523,6.96,8.39,4.18,8.7,9.42,7.26,9.6,Buena
524,3.71,4.92,5.07,8.33,8.11,5.81,8.14,Mala
525,8.39,8.700000000000001,5.33,9.54,8.7,7.46,8.54,Muy Buena
526,3.98,4.7,9.22,8.78,6.99,7.78,6.13,No Muy Buena
527,4.46,4.55,5.11,7.87,6.92,8.8,9.65,No Muy Mala
528,6.78,8.27,3.42,8.77,8.35,6.26,4.44,No Muy Buena
529,3.74,5.38,4.02,7.93,9.82,7.36,8.65,Mala
530,3.77,4.09,5.32,8.15,8.0,7.57,5.73,Mala
531,4.54,5.36,6.67,8.53,9.54,5.96,7.6,No Muy Mala
532,4.48,4.720000000000001,8.17,9.63,8.85,8.61,8.4,No Muy Buena
533,5.61,7.12,5.38,8.81,8.62,8.33,7.7,No Muy Buena
534,4.1,5.51,7.82,7.94,8.47,5.88,6.95,No Muy Mala
535,4.29,5.48,8.45,9.74,7.75,5.79,8.26,No Muy Buena
536,6.76,7.89,4.8,7.27,8.18,6.13,7.59,No Muy Buena
537,4.7,6.0,6.88,8.62,9.45,9.41,6.66,No Muy Buena
538,3.85,4.7,8.95,9.76,8.99,9.37,4.59,No Muy Buena
539,6.83,8.45,4.3,8.94,7.41,9.1,6.58,No Muy Buena
540,9.24,10.55,8.5,7.55,8.83,6.92,4.73,Perfecta
541,3.73,5.2,7.86,7.11,8.82,7.76,9.02,No Muy Mala
542,7.96,9.27,4.65,8.04,6.86,8.35,6.55,Buena
543,5.2,5.62,7.69,9.3,7.04,6.92,9.32,No Muy Buena
544,3.49,4.12,9.55,8.04,6.46,6.41,9.67,No Muy Buena
545,6.54,7.46,6.57,9.57,7.73,5.95,5.7,Buena
546,6.35,6.6,4.78,7.34,6.79,8.47,8.75,No Muy Buena
547,5.26,5.43,8.26,7.19,8.32,9.33,5.49,No Muy Buena
548,6.72,8.28,7.44,9.33,9.12,7.72,8.15,Muy Buena
549,4.35,4.56,8.1,7.74,7.49,6.92,8.57,No Muy Mala
550,5.64,6.7299999999999995,6.04,8.41,7.78,5.78,6.14,No Muy Buena
551,5.15,6.8100000000000005,8.57,8.92,8.19,8.61,7.8,Buena
552,6.6,6.859999999999999,4.67,8.5,6.92,9.65,7.68,No Muy Buena
553,3.27,4.23,5.24,7.78,6.23,8.63,5.24,Mala
554,5.18,5.99,9.41,9.09,9.39,8.78,5.55,Buena
555,3.36,3.79,5.31,8.77,9.12,7.93,4.2,Mala
556,7.46,8.42,4.08,9.23,6.28,8.88,6.59,Buena
557,9.1,10.27,8.97,8.61,6.72,6.75,9.41,Perfecta
558,8.8,9.88,6.57,7.57,6.56,8.54,8.1,Muy Buena
559,8.4,9.83,6.09,7.18,7.59,5.84,4.88,Muy Buena
560,5.95,7.2,8.11,7.32,9.99,5.93,8.17,Buena
561,9.91,10.05,8.21,8.93,9.71,8.94,4.66,Perfecta
562,6.6,7.6899999999999995,6.82,8.43,6.21,8.31,4.24,Buena
563,6.15,6.630000000000001,9.13,7.4,6.75,6.84,7.37,Buena
564,4.35,5.119999999999999,3.64,9.07,6.29,6.29,9.57,Mala
565,4.92,5.57,8.96,7.95,7.92,7.62,6.53,No Muy Buena
566,8.89,9.99,6.12,9.64,9.61,9.55,8.88,Muy Buena
567,9.91,11.04,5.02,7.4,8.53,7.66,5.49,Muy Buena
568,3.27,4.3,8.99,9.17,7.77,7.72,6.84,No Muy Mala
569,9.85,10.89,9.2,7.11,8.58,9.31,5.39,Perfecta
570,7.92,8.18,6.55,7.83,7.81,7.31,5.3,Buena
571,7.17,7.65,7.09,8.9,7.41,7.56,9.59,Muy Buena
572,9.18,9.7,9.41,7.6,8.61,9.02,8.98,Perfecta
573,7.77,8.6,7.89,7.73,8.96,7.71,9.09,Muy Buena
574,9.04,10.219999999999999,8.89,7.92,8.27,9.06,5.63,Perfecta
575,8.31,8.96,9.67,8.89,6.68,6.24,9.4,Perfecta
576,6.69,7.25,3.67,8.58,7.96,7.81,7.65,No Muy Buena
577,4.93,6.1,5.09,9.7,8.58,6.22,8.84,No Muy Mala
578,9.78,10.16,8.37,7.33,6.93,5.96,7.34,Perfecta
579,4.84,5.27,4.7,9.44,8.56,8.16,6.11,No Muy Mala
580,5.53,6.54,4.7,7.29,8.35,7.49,6.24,No Muy Mala
581,8.04,8.59,7.89,8.88,6.33,5.58,7.37,Muy Buena
582,3.87,5.02,6.61,9.48,9.46,5.72,8.92,No Muy Mala
583,3.18,4.73,3.68,8.59,8.08,6.88,6.46,Mala
584,8.35,9.83,8.14,9.39,6.91,9.57,6.64,Muy Buena
585,7.25,7.79,3.66,9.85,6.23,7.75,6.21,No Muy Buena
586,8.48,9.35,7.88,7.28,6.41,7.0,6.34,Muy Buena
587,8.18,9.78,3.32,9.96,6.32,7.5,7.94,Buena
588,9.21,9.99,8.12,8.19,6.95,9.67,6.86,Perfecta
589,6.04,7.67,4.0,7.21,7.9,7.86,9.39,No Muy Buena
590,4.93,5.84,5.07,8.09,9.05,7.73,9.2,No Muy Mala
591,5.16,5.66,6.85,7.57,9.97,7.73,7.71,No Muy Buena
592,9.42,10.31,3.68,7.35,7.94,5.61,5.11,Buena
593,5.83,6.25,6.59,8.66,9.27,9.06,8.72,Buena
594,8.9,8.94,5.87,7.95,8.99,6.67,4.64,Muy Buena
595,9.25,10.82,3.85,9.55,9.14,8.79,6.88,Muy Buena
596,9.08,9.91,6.5,8.33,6.32,5.63,7.67,Muy Buena
597,5.99,6.26,5.45,8.33,6.63,6.9,6.13,No Muy Mala
598,6.73,8.31,6.26,8.35,8.76,7.83,6.34,Buena
599,4.41,4.54,4.48,9.67,9.3,6.41,7.43,Mala
600,6.17,6.56,8.78,7.75,7.3,6.45,9.01,Buena
601,3.95,4.71,4.76,8.04,7.58,9.5,5.89,Mala
602,8.08,8.27,9.0,9.91,9.68,6.35,5.71,Muy Buena
603,4.48,5.5600000000000005,7.84,8.75,9.12,5.81,4.66,No Muy Mala
604,9.2,9.76,4.15,9.44,7.99,6.13,6.52,Muy Buena
605,8.84,10.18,8.52,7.74,6.46,7.94,8.23,Perfecta
606,6.62,8.22,4.58,7.41,7.1,8.97,6.21,No Muy Buena
607,3.33,3.48,8.75,8.72,9.13,9.46,7.11,No Muy Mala
608,9.04,9.379999999999999,7.27,8.67,7.71,6.47,6.47,Muy Buena
609,3.4,4.03,6.73,8.52,8.7,7.2,4.48,Mala
610,4.7,5.53,7.58,7.14,9.88,7.26,7.89,No Muy Buena
611,9.37,9.989999999999998,4.74,8.0,8.02,9.27,6.26,Muy Buena
612,7.25,7.71,9.01,9.68,9.4,6.25,8.74,Muy Buena
613,3.57,5.18,8.81,8.69,8.78,8.17,9.37,No Muy Buena
614,6.37,6.8,4.22,7.34,7.52,8.43,8.42,No Muy Buena
615,6.85,6.989999999999999,5.03,9.22,9.21,8.16,6.62,No Muy Buena
616,6.87,7.21,5.28,9.12,9.26,6.05,5.94,No Muy Buena
617,6.24,6.55,8.57,7.13,8.18,7.16,4.37,Buena
618,3.78,4.14,4.07,7.74,8.98,9.13,4.55,Mala
619,4.44,4.5200000000000005,9.59,8.47,9.17,5.97,5.65,No Muy Buena
620,7.09,7.6,9.43,7.37,6.67,6.09,5.05,Muy Buena
621,6.75,7.66,3.58,8.92,8.39,6.49,5.21,No Muy Buena
622,5.59,6.2,7.0,7.77,9.41,6.27,5.8,No Muy Buena
623,4.23,5.86,4.36,9.62,7.97,8.25,5.04,Mala
624,8.9,8.91,8.48,7.13,9.43,7.26,9.56,Perfecta
625,9.62,11.149999999999999,4.24,7.54,6.21,7.04,5.11,Muy Buena
626,8.75,9.66,6.16,9.54,6.49,8.77,5.05,Muy Buena
627,9.7,10.95,4.69,9.34,7.67,5.58,9.07,Muy Buena
628,9.95,10.94,3.98,9.07,7.06,9.09,5.71,Muy Buena
629,8.12,9.629999999999999,3.52,9.47,9.19,5.76,8.42,Buena
630,9.62,9.85,5.87,9.72,6.77,7.22,5.11,Muy Buena
631,3.9,4.21,7.04,9.43,9.24,9.22,6.79,No Muy Mala
632,5.83,6.13,5.55,7.41,8.25,8.96,6.58,No Muy Buena
633,7.75,8.06,7.75,7.33,7.86,6.97,4.46,Muy Buena
634,9.69,10.129999999999999,3.26,9.07,6.87,7.63,8.36,Muy Buena
635,3.13,3.35,7.51,9.63,9.62,9.41,6.72,No Muy Mala
636,7.06,7.239999999999999,6.83,9.44,8.93,5.86,9.28,Buena
637,6.85,8.52,7.31,7.1,8.19,7.41,5.28,Buena
638,8.47,9.120000000000001,5.63,9.83,9.51,6.2,7.15,Muy Buena
639,7.89,9.469999999999999,5.21,7.77,7.02,7.67,8.19,Buena
640,3.88,5.27,8.72,7.49,6.73,9.33,6.81,No Muy Mala
641,8.14,9.760000000000002,5.15,9.22,9.12,6.89,5.88,Muy Buena
642,5.51,6.21,4.0,7.36,7.96,6.76,7.44,No Muy Mala
643,5.23,5.7700000000000005,5.83,7.44,6.86,7.71,7.13,No Muy Mala
644,3.5,4.5600000000000005,9.14,9.94,9.42,8.29,5.51,No Muy Buena
645,7.98,8.08,9.36,9.0,9.79,8.24,7.0,Muy Buena
646,7.59,8.44,8.42,7.35,8.9,8.97,6.39,Muy Buena
647,4.24,4.34,7.12,9.6,8.31,6.68,7.68,No Muy Mala
648,4.05,4.52,7.14,7.8,7.62,7.36,7.8,No Muy Mala
649,9.24,9.39,8.94,7.17,7.77,6.88,8.25,Perfecta
650,9.57,10.3,4.08,7.79,7.27,5.9,8.92,Muy Buena
651,7.93,8.78,3.23,8.21,7.48,6.69,8.01,Buena
652,3.76,4.75,7.44,7.63,9.99,9.52,6.38,No Muy Mala
653,8.82,10.120000000000001,6.64,7.91,7.03,5.62,8.73,Muy Buena
654,4.6,5.869999999999999,6.33,8.29,8.18,6.32,7.54,No Muy Mala
655,8.04,8.149999999999999,4.24,9.11,7.06,8.65,6.71,Buena
656,9.4,10.23,4.03,7.38,7.09,8.74,5.3,Muy Buena
657,4.7,5.86,3.45,9.7,7.54,7.66,9.1,No Muy Mala
658,8.13,8.72,7.12,8.13,8.55,9.37,8.77,Muy Buena
659,8.49,8.63,8.44,8.15,7.5,7.25,5.61,Muy Buena
660,8.2,8.37,4.49,9.97,7.13,5.76,4.71,Buena
661,3.57,4.93,8.71,7.57,8.52,8.6,5.76,No Muy Mala
662,8.65,9.02,6.4,7.81,7.33,6.62,8.39,Muy Buena
663,8.21,9.190000000000001,8.0,8.4,9.84,7.69,5.51,Muy Buena
664,4.72,5.67,8.86,8.97,6.68,6.13,7.77,No Muy Buena
665,9.98,10.65,5.14,7.88,7.23,9.51,9.04,Muy Buena
666,4.7,5.07,8.81,7.65,8.96,5.83,4.43,No Muy Buena
667,6.85,8.32,7.64,7.61,9.2,8.72,8.34,Muy Buena
668,8.47,10.120000000000001,3.81,9.48,7.13,7.3,4.29,Buena
669,8.22,8.3,5.6,9.62,9.55,8.57,9.09,Muy Buena
670,6.6,7.25,3.59,8.78,8.14,9.62,6.33,No Muy Buena
671,4.38,5.109999999999999,7.73,9.48,6.29,5.58,6.61,No Muy Mala
672,5.63,6.39,8.63,9.1,9.95,7.89,8.31,Buena
673,7.39,7.92,7.62,9.67,8.57,8.99,5.63,Muy Buena
674,8.54,9.25,9.11,8.84,8.34,6.72,7.28,Perfecta
675,6.21,6.62,7.08,8.69,6.52,6.89,9.35,Buena
676,7.53,8.55,7.1,9.0,8.59,7.71,8.84,Muy Buena
677,7.66,8.36,8.1,7.23,9.02,9.47,6.16,Muy Buena
678,6.3,7.41,6.53,7.1,7.89,6.62,9.36,Buena
679,7.82,9.190000000000001,9.48,9.51,6.73,8.71,9.39,Perfecta
680,4.87,5.22,4.84,8.33,9.99,6.84,7.19,No Muy Mala
681,7.53,7.82,4.04,8.0,9.86,6.99,6.35,No Muy Buena
682,3.73,4.63,4.19,9.87,7.52,7.3,6.15,Mala
683,4.16,4.88,5.51,8.96,6.81,5.89,7.06,Mala
684,4.24,5.7700000000000005,4.38,8.37,8.82,8.0,7.79,No Muy Mala
685,6.64,8.24,3.68,8.39,9.31,6.36,9.01,No Muy Buena
686,9.61,10.73,3.77,8.17,7.73,5.62,4.37,Muy Buena
687,8.07,8.71,5.7,8.9,6.59,9.21,6.57,Muy Buena
688,6.4,6.74,6.56,7.62,9.21,7.09,4.62,No Muy Buena
689,8.96,9.450000000000001,8.0,7.48,6.77,5.75,8.55,Muy Buena
690,6.08,6.2700000000000005,7.68,9.15,9.91,7.18,6.62,Buena
691,6.25,7.1,9.52,9.73,7.1,7.6,6.35,Muy Buena
692,7.64,8.09,8.22,7.54,9.38,7.28,5.45,Muy Buena
693,3.87,4.79,3.2,7.48,7.04,8.11,6.47,Mala
694,3.93,3.99,4.16,9.06,8.31,5.57,7.5,Mala
695,6.69,6.880000000000001,5.54,9.03,6.29,5.65,4.98,No Muy Buena
696,6.02,7.05,8.45,9.87,6.53,7.25,7.88,Buena
697,7.87,9.44,4.47,8.56,9.21,8.12,6.33,Buena
698,7.89,9.01,6.67,7.86,8.79,7.73,8.67,Muy Buena
699,4.74,6.18,9.53,9.26,7.87,8.98,7.7,Buena
700,8.32,9.24,9.35,9.45,7.0,6.2,5.43,Muy Buena
701,9.38,10.770000000000001,9.14,7.44,8.14,6.48,5.08,Perfecta
702,9.88,10.71,3.86,8.54,7.41,6.5,8.67,Muy Buena
703,9.34,10.73,3.43,7.29,9.38,6.87,6.54,Muy Buena
704,3.22,3.39,7.43,7.99,6.44,9.35,5.77,Mala
705,9.81,10.65,5.06,7.93,6.43,8.26,7.11,Muy Buena
706,5.9,6.82,6.53,9.99,6.22,5.91,6.19,No Muy Buena
707,9.5,10.35,6.98,8.05,7.75,9.36,7.49,Perfecta
708,6.88,8.05,6.04,9.72,9.11,7.5,9.42,Buena
709,9.13,10.38,6.35,7.66,7.86,6.42,7.79,Muy Buena
710,8.44,9.6,6.96,8.78,9.92,7.79,8.17,Muy Buena
711,7.99,8.32,8.67,8.1,7.95,7.86,9.04,Muy Buena
712,3.56,4.05,5.76,9.97,9.01,5.55,8.72,No Muy Mala
713,6.67,7.04,5.93,7.67,8.22,9.57,4.54,No Muy Buena
714,6.46,7.05,9.51,8.98,7.8,5.97,9.48,Muy Buena
715,8.61,10.03,7.31,9.86,8.83,6.33,7.76,Perfecta
716,5.69,6.67,4.06,9.4,8.61,7.37,5.26,No Muy Mala
717,3.3,3.65,4.39,9.21,9.98,8.72,6.85,Mala
718,7.06,8.299999999999999,7.75,7.9,6.25,9.53,8.81,Muy Buena
719,5.95,6.7700000000000005,3.39,8.18,7.79,7.46,8.67,No Muy Mala
720,8.45,10.129999999999999,4.14,9.57,8.32,9.68,5.16,Muy Buena
721,6.94,7.86,5.63,9.32,9.15,6.11,6.89,Buena
722,7.0,8.370000000000001,5.93,8.97,8.23,6.98,6.3,Buena
723,8.27,9.37,8.27,7.93,7.6,6.76,7.41,Muy Buena
724,7.04,8.64,9.37,7.75,8.88,9.45,8.27,Muy Buena
725,3.42,4.18,9.12,7.33,6.75,6.78,7.9,No Muy Mala
726,9.36,10.95,9.07,9.57,6.97,8.62,8.52,Perfecta
727,6.9,8.4,9.45,9.77,7.44,5.62,7.65,Muy Buena
728,5.81,7.42,6.72,9.08,8.88,9.04,4.88,No Muy Buena
729,8.06,8.34,7.58,7.46,6.3,8.38,5.44,Muy Buena
730,7.57,8.6,5.87,9.99,8.49,7.25,8.32,Muy Buena
731,3.21,4.06,3.35,8.78,7.04,8.11,9.22,Mala
732,8.82,10.48,4.37,9.58,9.54,7.21,8.26,Muy Buena
733,6.35,6.77,8.71,8.28,8.32,5.79,7.09,Buena
734,9.83,10.47,9.19,9.32,6.37,6.94,7.61,Perfecta
735,7.85,9.26,6.36,8.75,9.3,7.32,4.2,Muy Buena
736,9.4,9.55,9.24,8.4,8.45,6.0,5.17,Perfecta
737,8.93,10.6,7.21,9.74,9.75,8.77,4.24,Perfecta
738,9.03,9.93,8.84,9.98,7.23,9.45,8.48,Perfecta
739,4.53,5.140000000000001,7.33,7.21,9.62,8.56,7.02,No Muy Mala
740,5.25,6.09,7.75,8.01,7.76,5.8,8.86,No Muy Buena
741,3.12,4.37,5.77,7.91,9.08,5.71,7.72,Mala
742,6.25,6.59,3.78,8.52,9.0,7.34,8.89,No Muy Buena
